arquivo,predicao_idx,etnia_predita,confianca
100_0_0_20170112213500903.jpg.chip.jpg,6,White,0.9999972581863403
100_0_0_20170112215240346.jpg.chip.jpg,6,White,0.9999998807907104
100_1_0_20170110183726390.jpg.chip.jpg,6,White,0.9993792772293091
100_1_0_20170112213001988.jpg.chip.jpg,6,White,0.9585310220718384
100_1_0_20170112213303693.jpg.chip.jpg,6,White,1.0
100_1_0_20170112215032192.jpg.chip.jpg,6,White,0.9997621178627014
100_1_0_20170117195420803.jpg.chip.jpg,6,White,1.0
100_1_0_20170119212053665.jpg.chip.jpg,4,Middle Eastern,0.999940037727356
100_1_2_20170105174847679.jpg.chip.jpg,5,Southeast Asian,0.9999997615814209
100_1_2_20170112213615815.jpg.chip.jpg,1,East Asian,0.9999995231628418
100_1_2_20170112222336458.jpg.chip.jpg,4,Middle Eastern,1.0
101_0_0_20170112213500903.jpg.chip.jpg,6,White,1.0
101_1_2_20170105174739309.jpg.chip.jpg,5,Southeast Asian,1.0
103_0_2_20170112213001988.jpg.chip.jpg,5,Southeast Asian,0.9999929666519165
105_0_0_20170112213001988.jpg.chip.jpg,6,White,0.9832794666290283
105_1_0_20170112213001988.jpg.chip.jpg,1,East Asian,0.8955010771751404
105_1_0_20170112213021902.jpg.chip.jpg,1,East Asian,0.9999998807907104
105_1_0_20170112213507183.jpg.chip.jpg,5,Southeast Asian,0.9814274907112122
105_1_1_20170112213303693.jpg.chip.jpg,0,Black,0.9938960671424866
10_0_0_20161220222308131.jpg.chip.jpg,6,White,1.0
10_0_0_20170103200329407.jpg.chip.jpg,6,White,1.0
10_0_0_20170103200522151.jpg.chip.jpg,6,White,1.0
10_0_0_20170103233459275.jpg.chip.jpg,4,Middle Eastern,0.9999666213989258
10_0_0_20170104013211746.jpg.chip.jpg,6,White,1.0
10_0_0_20170110215927291.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220033115.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220111082.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220235233.jpg.chip.jpg,3,Latino_Hispanic,0.999427855014801
10_0_0_20170110220251986.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220255346.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220316298.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220403810.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220447314.jpg.chip.jpg,3,Latino_Hispanic,0.9999051094055176
10_0_0_20170110220503946.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220514186.jpg.chip.jpg,4,Middle Eastern,0.9982550740242004
10_0_0_20170110220530650.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220539329.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220541850.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220546177.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220548521.jpg.chip.jpg,3,Latino_Hispanic,0.9998279809951782
10_0_0_20170110220557169.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220644705.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220654150.jpg.chip.jpg,6,White,1.0
10_0_0_20170110221714752.jpg.chip.jpg,6,White,1.0
10_0_0_20170110221719390.jpg.chip.jpg,6,White,1.0
10_0_0_20170110221811823.jpg.chip.jpg,6,White,1.0
10_0_0_20170110224223937.jpg.chip.jpg,6,White,1.0
10_0_0_20170110224238891.jpg.chip.jpg,6,White,0.868151068687439
10_0_0_20170110224253445.jpg.chip.jpg,6,White,1.0
10_0_0_20170110224255796.jpg.chip.jpg,6,White,1.0
10_0_0_20170110224402264.jpg.chip.jpg,6,White,1.0
10_0_0_20170110224406532.jpg.chip.jpg,6,White,0.9998795986175537
10_0_0_20170110224416035.jpg.chip.jpg,6,White,1.0
10_0_0_20170110224500062.jpg.chip.jpg,6,White,1.0
10_0_0_20170110224524253.jpg.chip.jpg,6,White,0.997857391834259
10_0_0_20170110224549512.jpg.chip.jpg,6,White,1.0
10_0_0_20170110224725285.jpg.chip.jpg,6,White,1.0
10_0_0_20170110224757882.jpg.chip.jpg,6,White,0.6272860765457153
10_0_0_20170110225013755.jpg.chip.jpg,6,White,1.0
10_0_0_20170110225035898.jpg.chip.jpg,6,White,1.0
10_0_0_20170110225227587.jpg.chip.jpg,6,White,1.0
10_0_0_20170110225243501.jpg.chip.jpg,6,White,0.5081036686897278
10_0_0_20170110225246490.jpg.chip.jpg,6,White,1.0
10_0_0_20170110225252799.jpg.chip.jpg,3,Latino_Hispanic,0.9933862090110779
10_0_0_20170110225402690.jpg.chip.jpg,6,White,0.9785711169242859
10_0_0_20170110225414790.jpg.chip.jpg,6,White,1.0
10_0_0_20170110225417177.jpg.chip.jpg,6,White,1.0
10_0_0_20170110225421531.jpg.chip.jpg,6,White,1.0
10_0_0_20170110225442428.jpg.chip.jpg,6,White,1.0
10_0_0_20170110225444491.jpg.chip.jpg,6,White,1.0
10_0_0_20170110225451638.jpg.chip.jpg,6,White,1.0
10_0_0_20170110225502403.jpg.chip.jpg,6,White,0.9998838901519775
10_0_0_20170110225505288.jpg.chip.jpg,6,White,1.0
10_0_0_20170110225518663.jpg.chip.jpg,6,White,1.0
10_0_0_20170110225528484.jpg.chip.jpg,3,Latino_Hispanic,0.9999991655349731
10_0_0_20170110225537307.jpg.chip.jpg,6,White,1.0
10_0_0_20170110225546130.jpg.chip.jpg,6,White,0.9651985168457031
10_0_0_20170110225557604.jpg.chip.jpg,6,White,0.9999994039535522
10_0_0_20170110225601897.jpg.chip.jpg,6,White,1.0
10_0_0_20170116201102149.jpg.chip.jpg,6,White,0.9996700286865234
10_0_0_20170116201328751.jpg.chip.jpg,6,White,1.0
10_0_0_20170116201337172.jpg.chip.jpg,6,White,0.9992490410804749
10_0_0_20170117135444407.jpg.chip.jpg,6,White,1.0
10_0_0_20170117143048181.jpg.chip.jpg,6,White,1.0
10_0_0_20170117175625724.jpg.chip.jpg,6,White,0.9999998807907104
10_0_0_20170120220628194.jpg.chip.jpg,6,White,1.0
10_0_1_20170104010841239.jpg.chip.jpg,0,Black,1.0
10_0_1_20170110220507258.jpg.chip.jpg,0,Black,0.9999456405639648
10_0_1_20170110220523360.jpg.chip.jpg,3,Latino_Hispanic,0.9999634027481079
10_0_1_20170110223455893.jpg.chip.jpg,3,Latino_Hispanic,0.9999997615814209
10_0_1_20170110223848885.jpg.chip.jpg,4,Middle Eastern,1.0
10_0_1_20170110225121326.jpg.chip.jpg,0,Black,1.0
10_0_1_20170110225339066.jpg.chip.jpg,0,Black,1.0
10_0_1_20170116225209209.jpg.chip.jpg,0,Black,1.0
10_0_2_20170110224230094.jpg.chip.jpg,1,East Asian,0.9576422572135925
10_0_2_20170116162109013.jpg.chip.jpg,1,East Asian,0.9999998807907104
10_0_3_20161220215952636.jpg.chip.jpg,2,Indian,0.9999998807907104
