arquivo,predicao_idx,etnia_predita,confianca
100_0_0_20170112213500903.jpg.chip.jpg,3,Latino_Hispanic,0.30936917662620544
100_0_0_20170112215240346.jpg.chip.jpg,6,White,0.973781406879425
100_1_0_20170110183726390.jpg.chip.jpg,6,White,1.0
100_1_0_20170112213001988.jpg.chip.jpg,4,Middle Eastern,0.42201974987983704
100_1_0_20170112213303693.jpg.chip.jpg,6,White,1.0
100_1_0_20170112215032192.jpg.chip.jpg,3,Latino_Hispanic,0.3000892996788025
100_1_0_20170117195420803.jpg.chip.jpg,4,Middle Eastern,0.4164925515651703
100_1_0_20170119212053665.jpg.chip.jpg,4,Middle Eastern,0.44871488213539124
100_1_2_20170105174847679.jpg.chip.jpg,5,Southeast Asian,0.600953221321106
100_1_2_20170112213615815.jpg.chip.jpg,1,East Asian,0.8956530690193176
100_1_2_20170112222336458.jpg.chip.jpg,0,Black,0.2430604100227356
101_0_0_20170112213500903.jpg.chip.jpg,6,White,0.9999998807907104
101_1_2_20170105174739309.jpg.chip.jpg,0,Black,0.3616664707660675
103_0_2_20170112213001988.jpg.chip.jpg,5,Southeast Asian,0.7523186802864075
105_0_0_20170112213001988.jpg.chip.jpg,6,White,1.0
105_1_0_20170112213001988.jpg.chip.jpg,6,White,0.9993552565574646
105_1_0_20170112213021902.jpg.chip.jpg,6,White,0.5631238222122192
105_1_0_20170112213507183.jpg.chip.jpg,6,White,0.4034901261329651
105_1_1_20170112213303693.jpg.chip.jpg,0,Black,0.9901963472366333
10_0_0_20161220222308131.jpg.chip.jpg,6,White,1.0
10_0_0_20170103200329407.jpg.chip.jpg,6,White,1.0
10_0_0_20170103200522151.jpg.chip.jpg,6,White,1.0
10_0_0_20170103233459275.jpg.chip.jpg,4,Middle Eastern,0.8540121912956238
10_0_0_20170104013211746.jpg.chip.jpg,6,White,0.9999998807907104
10_0_0_20170110215927291.jpg.chip.jpg,1,East Asian,0.20465286076068878
10_0_0_20170110220033115.jpg.chip.jpg,1,East Asian,0.2056322544813156
10_0_0_20170110220111082.jpg.chip.jpg,6,White,0.9997323155403137
10_0_0_20170110220235233.jpg.chip.jpg,1,East Asian,0.22308704257011414
10_0_0_20170110220251986.jpg.chip.jpg,6,White,0.9999995231628418
10_0_0_20170110220255346.jpg.chip.jpg,6,White,0.9999998807907104
10_0_0_20170110220316298.jpg.chip.jpg,6,White,0.9998711347579956
10_0_0_20170110220403810.jpg.chip.jpg,6,White,0.9999997615814209
10_0_0_20170110220447314.jpg.chip.jpg,6,White,0.9999990463256836
10_0_0_20170110220503946.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220514186.jpg.chip.jpg,6,White,0.9964035749435425
