arquivo,predicao_idx,etnia_predita,confianca
100_0_0_20170112213500903.jpg.chip.jpg,5,Southeast Asian,0.18287289142608643
100_0_0_20170112215240346.jpg.chip.jpg,6,White,1.0
100_1_0_20170110183726390.jpg.chip.jpg,6,White,1.0
100_1_0_20170112213001988.jpg.chip.jpg,6,White,0.9984993934631348
100_1_0_20170112213303693.jpg.chip.jpg,6,White,1.0
100_1_0_20170112215032192.jpg.chip.jpg,6,White,0.9999997615814209
100_1_0_20170117195420803.jpg.chip.jpg,6,White,0.9999998807907104
100_1_0_20170119212053665.jpg.chip.jpg,6,White,1.0
100_1_2_20170105174847679.jpg.chip.jpg,6,White,0.9814926981925964
100_1_2_20170112213615815.jpg.chip.jpg,1,East Asian,1.0
100_1_2_20170112222336458.jpg.chip.jpg,4,Middle Eastern,0.4231402277946472
101_0_0_20170112213500903.jpg.chip.jpg,6,White,1.0
101_1_2_20170105174739309.jpg.chip.jpg,6,White,0.9999998807907104
103_0_2_20170112213001988.jpg.chip.jpg,5,Southeast Asian,1.0
105_0_0_20170112213001988.jpg.chip.jpg,6,White,0.9999998807907104
105_1_0_20170112213001988.jpg.chip.jpg,6,White,0.9701205492019653
105_1_0_20170112213021902.jpg.chip.jpg,6,White,0.9820305705070496
105_1_0_20170112213507183.jpg.chip.jpg,6,White,0.8970614075660706
105_1_1_20170112213303693.jpg.chip.jpg,5,Southeast Asian,0.4253711402416229
10_0_0_20161220222308131.jpg.chip.jpg,6,White,1.0
10_0_0_20170103200329407.jpg.chip.jpg,6,White,1.0
10_0_0_20170103200522151.jpg.chip.jpg,6,White,1.0
10_0_0_20170103233459275.jpg.chip.jpg,4,Middle Eastern,0.927683413028717
10_0_0_20170104013211746.jpg.chip.jpg,6,White,0.9999998807907104
10_0_0_20170110215927291.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220033115.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220111082.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220235233.jpg.chip.jpg,6,White,0.998988926410675
10_0_0_20170110220251986.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220255346.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220316298.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220403810.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220447314.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220503946.jpg.chip.jpg,6,White,1.0
10_0_0_20170110220514186.jpg.chip.jpg,6,White,0.9999954700469971
10_0_0_20170110220530650.jpg.chip.jpg,6,White,1.0
